title,follower_numbers,total_price,unit_price,build_time,region,house_type,floor,house_area,house_type_structure,inside_area,building_type,orientation,building_structure,decoration,users/elevator,elevator,listing_time,transaction_ownership,last_transaction_time,house_use,house_years,ownership,mortgage_info,room_spare_parts,house_verification_code,house_label
航天兴隆国际 3室2厅 西,0,180.0,15262,2014,东西湖,3室2厅1厨2卫,高楼层 (共28层),117.94㎡,平层,暂无数据,塔楼,西,钢混结构,精装,两梯五户,有,2021-05-21,商品房,2017-10-12,普通住宅,满两年,非共有,有抵押 40万元,已上传房本照片,201808286F0WH,房本满两年
关东康居园 两房朝南 好楼层 办证满两年 税费少,1,140.0,17633,2000,东湖高新,2室2厅1厨1卫,中楼层 (共8层),79.4㎡,平层,68.93㎡,板楼,南,混合结构,其他,一梯两户,无,2021-05-24,商品房,2012-10-29,普通住宅,满五年,非共有,无抵押,已上传房本照片,202105240QGkD,"地铁,VR看装修,房本满五年"
海景花园AB区 2室2厅 南 北,0,123.0,11996,1997,东西湖,2室2厅1厨1卫,中楼层 (共7层),102.54㎡,错层,91.92㎡,塔楼,南 北,钢混结构,简装,两梯两户,有,2021-05-24,商品房,2010-01-19,普通住宅,满五年,非共有,有抵押 50万元 可协商 业主自还,已上传房本照片,20200713HacmW,"VR房源,房本满五年,随时看房"
此房满五唯一，看房方便，电梯房，无抵押,0,210.0,16607,2005,洪山,3室1厅1厨2卫,中楼层 (共11层),126.46㎡,平层,103.61㎡,板楼,南,钢混结构,简装,一梯两户,有,2021-05-23,商品房,2020-08-20,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20200911FLH65,"VR房源,随时看房"
尚城新界中高楼层，小区环境好，房子采光好,1,110.0,12135,未知年建,江夏,3室2厅1厨1卫,高楼层 (共24层),90.65㎡,复式,70.15㎡,板楼,南,钢混结构,其他,九梯九户,有,2021-05-23,商品房,2013-12-05,普通住宅,满五年,共有,有抵押 10万元,已上传房本照片,20210407QR9C0,"VR房源,房本满五年"
内环好地段，次新小区，品质高，居住环境好，近地铁,2,360.0,36000,2018,武昌,2室2厅1厨1卫,低楼层 (共41层),100㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,六梯八户,有,2021-05-23,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,20200418WEsRJ ,VR看装修
纯水岸东湖天屿一期 2室1厅 南,4,199.0,24919,2015,洪山,2室1厅1厨1卫,中楼层 (共57层),79.86㎡,平层,61.37㎡,板楼,南,钢混结构,其他,五梯十户,有,2021-05-23,商品房,2015-06-03,普通住宅,满五年,共有,有抵押,已上传房本照片,202105235omHq,"VR看装修,房本满五年"
常青花园二十七村西区 3室2厅 南 北,0,180.0,16289,2002,东西湖,3室2厅1厨1卫,高楼层 (共7层),110.51㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,2021-05-23,商品房,2016-12-23,普通住宅,满两年,非共有,无抵押,已上传房本照片,20210527mnoMe	,"VR看装修,房本满两年"
七里新村 2室1厅 南 西南,0,108.0,14546,1998,汉阳,2室1厅1厨1卫,中楼层 (共7层),74.25㎡,平层,暂无数据,板楼,南 西南,钢混结构,其他,一梯两户,无,2021-05-24,商品房,2018-05-16,普通住宅,满两年,共有,暂无数据,已上传房本照片,20200112wFkTb,"VR看装修,房本满两年"
48街坊 精装两房  采光通风效果好,0,150.0,19058,未知年建,青山,2室1厅1厨1卫,中楼层 (共7层),78.71㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯三户,无,2021-05-24,商品房,2021-05-24,普通住宅,未满两年,共有,无抵押,已上传房本照片,202105261fXBw	,"VR看装修,随时看房"
经典置换，南北通透格局，精装修，小区中间位置,4,292.0,22347,2013,洪山,4室2厅1厨2卫,低楼层 (共24层),130.67㎡,平层,101.37㎡,塔楼,南 北,钢混结构,精装,两梯四户,有,2021-05-21,商品房,2014-04-14,普通住宅,满五年,共有,有抵押 20万元 建设银行 业主自还,已上传房本照片,20210524OOj38,"VR看装修,房本满五年"
旭辉御府 2室2厅 南,0,145.0,18684,2015,东湖高新,2室2厅1厨1卫,低楼层 (共30层),77.61㎡,暂无数据,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,2021-05-20,商品房,2017-06-22,普通住宅,满两年,共有,有抵押 31.87万元 农业银行 客户偿还,已上传房本照片,20210523EJqie,房本满两年
观澜国际 2室2厅 南,1,137.0,17517,2014,汉阳,2室2厅1厨1卫,中楼层 (共34层),78.21㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2021-05-20,商品房,2019-03-04,普通住宅,满两年,非共有,无抵押,已上传房本照片,20200923gj7LE,"VR看装修,房本满两年"
房子证满两年，正规朝南两房，房东诚心出售,40,96.0,11026,2009,黄陂,2室2厅1厨1卫,中楼层 (共18层),87.07㎡,平层,暂无数据,板楼,东南,钢混结构,精装,两梯四户,有,2021-02-26,商品房,2018-11-08,普通住宅,满两年,共有,有抵押 7万元 业主自还,已上传房本照片,20210228PuT1s,"VR看装修,房本满两年"
东湖广场 5室1厅 南,0,315.0,15025,2002,东湖高新,5室1厅1厨3卫,中楼层 (共19层),209.66㎡,平层,165.9㎡,板楼,南,钢混结构,其他,两梯四户,有,2021-05-21,商品房,2011-12-29,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210521q0yB0,"地铁,房本满五年,随时看房"
柠檬特区，两证满五！无抵押！地铁口！配套设施齐全！,1,170.0,20642,2009,东湖高新,2室2厅1厨1卫,低楼层 (共26层),82.36㎡,平层,82㎡,板楼,南,钢混结构,精装,三梯十户,有,2021-05-21,商品房,2009-10-22,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210521HkseZ,"地铁,VR看装修,房本满五年"
碧桂园知音豪庭 3室2厅 东南,0,116.0,9384,2020,蔡甸,3室2厅1厨2卫,低楼层 (共21层),123.62㎡,暂无数据,暂无数据,板楼,东南,钢混结构,精装,两梯四户,有,2021-05-23,商品房,2021-05-20,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20210527OLVa1,
证满五年 精装修 一梯两户公摊小 闹中取静 地铁8号线,0,295.0,17247,未知年建,武昌,4室2厅1厨2卫,低楼层 (共12层),171.05㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,有,2021-05-26,商品房,2018-05-18,普通住宅,满两年,非共有,无抵押,已上传房本照片,202105265KUxA,"地铁,房本满两年"
光明上海FUDI精装通透三房中高楼层视野好,1,191.0,17903,未知年建,汉阳,3室2厅1厨1卫,高楼层 (共47层),106.69㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2021-05-20,商品房,2019-11-01,普通住宅,未满两年,非共有,有抵押 60万元 客户偿还,已上传房本照片,20210521UjSv9,"VR看装修,随时看房"
精装 老证 中间楼层 无遮挡 户型方正,0,240.0,22098,2011,江岸,3室2厅1厨2卫,中楼层 (共32层),108.61㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2021-05-20,商品房,2019-04-25,普通住宅,满两年,非共有,有抵押 35万元 交通银行 业主自还,已上传房本照片,20210521e3vGa,"地铁,VR看装修,房本满两年"
关南小区 3室1厅 南,1,172.0,20176,2008,东湖高新,3室1厅1厨1卫,高楼层 (共6层),85.25㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,无,2021-05-22,商品房,2004-04-06,普通住宅,满五年,非共有,无抵押,已上传房本照片,20191010WFVKr,"VR看装修,房本满五年"
香江花园电梯大三房，精装修，通透户型,5,239.0,18435,2004,江汉,3室2厅1厨2卫,中楼层 (共7层),129.65㎡,错层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,2021-05-26,商品房,2021-01-11,普通住宅,未满两年,非共有,有抵押 164万元 客户偿还,已上传房本照片,20210422E3A4T,"地铁,VR房源"
中南龙庭 正规两房 采光好 视野开阔,2,207.0,20281,2008,武昌,2室1厅1厨1卫,低楼层 (共27层),102.07㎡,平层,76.82㎡,板塔结合,南,钢混结构,简装,两梯七户,有,2021-05-20,商品房,2011-12-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,20200818MmUga,"地铁,VR房源,房本满五年,随时看房"
文兴花园 3室2厅 南 北,0,83.8,8163,2005,蔡甸,3室2厅1厨1卫,高楼层 (共6层),102.66㎡,错层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,2021-05-23,商品房,2018-11-13,普通住宅,满两年,共有,有抵押 60万元,已上传房本照片,202105254HG6q,"VR看装修,房本满两年"
毛坯低价房，江北快速路，21号线阳逻线！,0,80.0,6973,2012,新洲,3室2厅1厨2卫,低楼层 (共11层),114.73㎡,平层,96.27㎡,板楼,南,钢混结构,毛坯,两梯四户,有,2021-05-23,商品房,2021-05-26,普通住宅,未满两年,共有,无抵押,已上传房本照片,202001026LcY8 ,"地铁,VR看装修,随时看房"
中山大道旁尊荣国际 挂角户型 产权清晰 老证,0,278.0,22454,2006,硚口,3室2厅1厨1卫,高楼层 (共29层),123.81㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,三梯十户,有,2021-05-26,商品房,2009-05-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,20201025xMMgO,"地铁,VR房源,房本满五年"
光谷地铁口 世界城尚都 70年住宅 有天然气 民水民电,14,93.0,16423,2006,东湖高新,1室1厅1厨1卫,高楼层 (共30层),56.63㎡,平层,42.43㎡,塔楼,南,钢混结构,精装,四梯二十七户,有,2020-11-16,商品房,2018-05-02,普通住宅,满两年,非共有,无抵押,已上传房本照片,20200807n77oT,"地铁,VR看装修,房本满两年"
紫沙路75号 3室2厅 南 北,2,226.0,18518,1998,武昌,3室2厅1厨1卫,低楼层 (共8层),122.05㎡,暂无数据,暂无数据,板楼,南 北,混合结构,简装,一梯两户,无,2021-05-27,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,20210528gslM9,地铁
光谷小高层，电梯房，三房，满二，业主诚心出售,1,245.0,19908,2009,东湖高新,3室2厅1厨2卫,低楼层 (共9层),123.07㎡,暂无数据,暂无数据,板楼,南,钢混结构,简装,一梯两户,有,2021-05-27,房改房,2018-05-28,普通住宅,满两年,非共有,有抵押 14万元,已上传房本照片,20210528aFWtZ,房本满两年
只闻鸟鸣，不见车声，闹中取静，配套齐全,11,290.0,24075,2005,洪山,3室2厅1厨2卫,中楼层 (共6层),120.46㎡,平层,109.33㎡,板楼,南,钢混结构,精装,一梯两户,无,2021-05-24,商品房,2007-07-13,普通住宅,满五年,共有,无抵押,已上传房本照片,20200819eTSxO,"VR看装修,房本满五年"
此房满二，中间楼层，诚心售，置换,0,104.0,17322,2000,江岸,2室1厅1厨1卫,高楼层 (共6层),60.04㎡,平层,暂无数据,板楼,东南,钢混结构,简装,一梯两户,无,2021-05-20,商品房,2017-05-21,普通住宅,满两年,非共有,有抵押 60万元 建行 业主自还,已上传房本照片,20210521R7FIR ,"地铁,VR看装修,房本满两年"
正荣府 4室2厅 南,5,218.0,17271,2019,汉阳,4室2厅1厨2卫,低楼层 (共34层),126.23㎡,平层,94㎡,板楼,南,钢混结构,精装,三梯五户,有,2021-05-22,商品房,2021-03-26,普通住宅,未满两年,非共有,有抵押 70万元 工商银行 业主自还,已上传房本照片,20210522cR6aB,"VR看装修,随时看房"
地铁8号线，11号线，博文花园，交通便利，闹中取静,2,345.0,23985,2004,洪山,4室1厅1厨2卫,中楼层 (共12层),143.84㎡,暂无数据,119.62㎡,板塔结合,南 北,钢混结构,其他,一梯两户,有,2021-05-23,商品房,2021-05-24,普通住宅,未满两年,非共有,有抵押,已上传房本照片,20210523rnDJY,随时看房
光谷转盘 健龙尚谷杰座二期  视野好 楼层佳 方便看房,1,248.2,23247,2012,东湖高新,3室1厅1厨1卫,高楼层 (共32层),106.77㎡,平层,83.35㎡,板楼,南,钢混结构,其他,两梯四户,有,2021-05-22,商品房,2018-11-22,普通住宅,满两年,非共有,有抵押 150万元 平安银行 客户偿还,已上传房本照片,20210406YHuXP,"地铁,VR看装修,房本满两年"
崇仁新都 3室2厅 东 西,0,202.0,20026,2006,硚口,3室2厅1厨2卫,低楼层 (共20层),100.87㎡,暂无数据,暂无数据,塔楼,东 西,钢混结构,精装,两梯二十户,有,2021-05-20,商品房,2010-02-01,普通住宅,满五年,非共有,有抵押 140万元 客户偿还,已上传房本照片,20210521srK1t,"地铁,房本满五年"
明厨明卫户型 正朝南 电梯房 拎包即住,1,108.0,16195,2013,洪山,1室1厅1厨1卫,低楼层 (共18层),66.69㎡,平层,暂无数据,塔楼,南,钢混结构,其他,八梯三户,有,2021-05-25,商品房,2017-06-14,普通住宅,满两年,共有,无抵押,已上传房本照片,20210301Z9b60,"VR看装修,房本满两年,随时看房"
大歌笛湖社区 2室1厅 南,1,120.0,17168,1996,武昌,2室1厅1厨1卫,高楼层 (共7层),69.9㎡,平层,暂无数据,塔楼,南,钢混结构,其他,一梯两户,无,2021-05-26,商品房,2001-10-19,普通住宅,满五年,非共有,暂无数据,已上传房本照片,20210501TsqDy,"地铁,VR看装修,房本满五年,随时看房"
中低楼层，一梯两户，有小区环境，配套设施齐全,1,190.0,17622,1998,江岸,2室2厅1厨1卫,中楼层 (共8层),107.82㎡,平层,暂无数据,板楼,北 南,混合结构,简装,一梯两户,无,2021-05-24,商品房,2003-07-18,普通住宅,满五年,共有,无抵押,已上传房本照片,20210528uZYh2,"地铁,VR房源,房本满五年"
此房满两年  采光无遮挡 一线临湖,4,210.0,21710,2012,洪山,3室2厅1厨1卫,高楼层 (共32层),96.73㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,2021-05-25,商品房,2018-06-05,普通住宅,满两年,非共有,有抵押 20万元 公积金 业主自还,已上传房本照片,20210525IIyEK,房本满两年
枫泽星都汇 3室2厅 南,1,160.0,12599,2016,江夏,3室2厅1厨2卫,低楼层 (共15层),127㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯三户,有,2021-05-24,商品房,2021-03-11,普通住宅,未满两年,共有,有抵押 35万元 业主自还,已上传房本照片,20210525T1bH2,"地铁,VR房源,随时看房"
正康社区 2室2厅 南 北,0,100.0,13709,1997,硚口,2室2厅1厨1卫,低楼层 (共7层),72.95㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯四户,暂无数据,2021-05-20,商品房,2013-06-25,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210521j9ETN,"VR看装修,房本满五年"
诚意出售，交通便利，配套完善。精装修。,2,280.0,21684,2014,江汉,3室1厅1厨2卫,中楼层 (共28层),129.13㎡,暂无数据,暂无数据,塔楼,西南 东北,钢混结构,精装,两梯四户,有,2021-05-25,商品房,2019-04-08,普通住宅,满两年,非共有,无抵押,已上传房本照片,20200907pkksM,"地铁,房本满两年"
宝业光谷丽都 精装两房产证满两年 全房暖气 不临三环,1,172.0,20184,2016,东湖高新,2室2厅1厨1卫,低楼层 (共18层),85.22㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2021-05-26,商品房,2017-03-03,普通住宅,满两年,共有,有抵押 40万元,已上传房本照片,20210528eseEA,"VR房源,房本满两年"
老证 电梯精装 小户型 采光好 配套齐全,0,202.0,20026,2006,硚口,3室1厅1厨2卫,低楼层 (共20层),100.87㎡,暂无数据,38.27㎡,塔楼,东 南,钢混结构,精装,两梯二十户,有,2021-05-20,商品房,2010-01-21,普通住宅,满五年,非共有,有抵押 140万元 客户偿还,已上传房本照片,20210521AwKqH,"地铁,房本满五年"
华侨城三期  118平米 南北通透三居室 看房方便,4,379.0,32070,未知年建,洪山,3室2厅1厨1卫,中楼层 (共32层),118.18㎡,平层,89.64㎡,板楼,南 北,钢混结构,毛坯,两梯四户,有,2021-05-21,商品房,2021-01-07,普通住宅,未满两年,共有,有抵押 业主自还,已上传房本照片,20210522ysDol,"VR看装修,随时看房"
华星晨龙城 2室2厅 东南,0,120.0,14815,2005,东西湖,2室2厅1厨1卫,高楼层 (共6层),81㎡,平层,81㎡,板楼,东南,混合结构,精装,一梯两户,无,2021-05-21,商品房,2021-05-21,普通住宅,未满两年,共有,有抵押 抵押65万，协商还款,已上传房本照片,20210521wiqQU ,VR看装修
静安上城园林设计绿化36% 高楼层通透 带入户 婚房装修,4,370.0,27254,2009,武昌,3室2厅1厨2卫,高楼层 (共23层),135.76㎡,平层,101.91㎡,塔楼,南 北,钢混结构,精装,两梯三户,有,2021-05-24,商品房,2010-11-26,普通住宅,满五年,非共有,有抵押,已上传房本照片,20210524NUMdl,"VR看装修,房本满五年,随时看房"
绿地城 3室2厅 南,0,66.0,7619,未知年建,汉南,3室2厅1厨1卫,低楼层 (共34层),86.63㎡,暂无数据,暂无数据,暂无数据,南,未知结构,其他,一梯四户,暂无数据,2021-05-25,商品房,2021-04-21,普通住宅,未满两年,共有,无抵押,已上传房本照片,20210424g98Aw,
此房老证， 板楼设计， 楼层好 采光充足 配套 设施齐,0,134.0,14929,2002,汉阳,2室1厅1厨1卫,低楼层 (共7层),89.76㎡,平层,79.15㎡,板楼,南,钢混结构,简装,一梯两户,无,2021-05-22,经济适用房,2016-12-13,普通住宅,满两年,共有,无抵押,已上传房本照片,20210524yJbFD,"地铁,VR看装修,房本满两年,随时看房"
老证  清水毛坯    总价低  看房方便  无抵押,3,240.0,19605,2013,江汉,3室2厅1厨2卫,低楼层 (共32层),122.42㎡,平层,暂无数据,塔楼,南 北,钢混结构,其他,两梯四户,有,2021-05-25,商品房,2018-08-03,普通住宅,满两年,共有,无抵押,已上传房本照片,20200102XQnas,"地铁,VR看装修,房本满两年,随时看房"
房子老证，低楼层，格局无变动，适合居家,1,165.0,15998,2004,硚口,3室2厅1厨2卫,低楼层 (共6层),103.14㎡,平层,92.53㎡,板楼,南,钢混结构,简装,一梯两户,无,2021-05-27,商品房,2009-04-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,20200703px8OH,"地铁,房本满五年"
天下峰景 3室2厅 南,0,96.0,10586,2014,蔡甸,3室2厅1厨1卫,高楼层 (共33层),90.69㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,有,2021-05-21,商品房,2019-06-11,普通住宅,未满两年,非共有,有抵押,已上传房本照片,20210521iBYvc,"VR看装修,随时看房"
中民长青里，古田四路，精装电梯，居家装修,1,73.0,16580,2013,硚口,2室1厅1厨1卫,中楼层 (共17层),44.03㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,其他,两梯十二户,有,2021-05-21,商品房,2017-05-08,普通住宅,满两年,非共有,无抵押,已上传房本照片,20210521rxwfg,房本满两年
永旺商圈，双地铁口，老证  地下车库人车分流，环境好,14,225.0,19506,2018,江岸,3室2厅1厨2卫,高楼层 (共34层),115.35㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,2021-05-21,商品房,2019-05-08,普通住宅,满两年,非共有,有抵押 58万元,已上传房本照片,20200105o1S9L,"地铁,VR看装修,房本满两年,随时看房"
翰林苑小区 3室2厅 东南,1,165.0,12774,未知年建,汉阳,3室2厅1厨2卫,中楼层 (共6层),129.17㎡,平层,暂无数据,板楼,东南,框架结构,其他,一梯一户,无,2021-05-21,商品房,2004-05-21,普通住宅,满五年,非共有,无抵押,已上传房本照片,2021051792xSk,"VR房源,房本满五年"
锦江看花园 新上满五年无贷 诚心出售 四房 暖气,1,510.0,31151,2005,武昌,4室2厅1厨2卫,低楼层 (共28层),163.72㎡,平层,130.33㎡,板楼,南 北,钢混结构,简装,两梯两户,有,2021-05-21,商品房,2011-08-03,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210521IbF01,"VR房源,房本满五年"
此房老证，西南全明户型，自住精装，低楼层诚心出售！,1,199.0,31593,1998,江岸,2室1厅1厨1卫,低楼层 (共15层),62.99㎡,平层,52.44㎡,板楼,西南,钢混结构,精装,两梯八户,有,2021-05-25,商品房,2013-07-26,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210528ukiCC,"地铁,房本满五年"
广电兰亭盛荟 4室2厅 南,5,216.0,18306,未知年建,汉阳,4室2厅1厨2卫,中楼层 (共32层),118㎡,平层,89.93㎡,板塔结合,南,钢混结构,精装,两梯四户,有,2021-05-25,商品房,2020-05-21,普通住宅,未满两年,共有,有抵押 40万元 中国银行 业主自还,已上传房本照片,202105287GXe8,"地铁,VR房源,随时看房"
宝业光谷丽都 3室2厅 南,0,305.0,22084,2016,东湖高新,3室2厅1厨2卫,低楼层 (共33层),138.11㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,2021-05-24,商品房,2016-11-21,普通住宅,满两年,共有,无抵押,已上传房本照片,20210525DR8EQ,"VR看装修,房本满两年,随时看房"
钟家村二环内，精装两房，交通方便，配套成熟。,3,138.0,15444,2009,汉阳,2室2厅1厨1卫,中楼层 (共28层),89.36㎡,平层,暂无数据,板楼,东南 南,钢混结构,精装,一梯六户,有,2021-05-25,商品房,2021-08-06,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20210525Uhtag,VR看装修
汉阳 四新，墨水湖边 毛坯 老证 三居室,0,168.0,16572,2017,汉阳,3室2厅1厨1卫,中楼层 (共28层),101.38㎡,平层,101.38㎡,板楼,南,钢混结构,毛坯,两梯四户,有,2021-05-25,商品房,2018-06-01,普通住宅,满两年,共有,无抵押,已上传房本照片,20210527cF7aR,"VR房源,房本满两年,随时看房"
新新人家 大三房，业主诚心出售,0,130.0,10845,未知年建,沌口开发区,3室2厅1厨2卫,中楼层 (共21层),119.88㎡,暂无数据,暂无数据,板楼,东南,钢混结构,其他,三梯四户,有,2021-05-25,商品房,2021-01-12,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20210525Ub3Zd,
业主诚心售房，电梯房总价低，小区位置好商圈,2,99.0,15677,2010,硚口,2室1厅1厨1卫,中楼层 (共14层),63.15㎡,平层,50.15㎡,塔楼,北,钢混结构,精装,两梯八户,有,2021-05-21,商品房,2010-08-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210323Hj9XN,"地铁,VR看装修,房本满五年"
远洋世界一期，满二精装两房出售！！！,0,95.0,10818,2011,东西湖,2室2厅1厨1卫,低楼层 (共6层),87.82㎡,平层,76.44㎡,板楼,南,钢混结构,精装,两梯两户,有,2021-05-25,商品房,2018-12-05,普通住宅,满两年,非共有,无抵押,已上传房本照片,20210525dqmZO,"VR看装修,房本满两年"
步梯三房 两证满二，户型方正 看房方便,1,98.0,10496,2008,东西湖,3室1厅1厨2卫,高楼层 (共5层),93.37㎡,错层,暂无数据,板楼,北 南,钢混结构,其他,一梯两户,无,2021-05-22,商品房,2018-12-07,普通住宅,满两年,非共有,有抵押 79万元 工商银行 客户偿还,已上传房本照片,20210522xAKB9,"VR看装修,房本满两年"
硚口汉江公寓 2室2厅 南,0,224.0,20009,2003,硚口,2室2厅1厨2卫,中楼层 (共15层),111.95㎡,平层,暂无数据,塔楼,南,钢混结构,其他,两梯三户,有,2021-05-25,拆迁还建房,2010-06-17,普通住宅,满五年,非共有,无抵押,已上传房本照片,20200404vQVcE,房本满五年
循礼门2号线燕马小区朝南正规一室一厅老证出售,1,80.0,18303,未知年建,江汉,1室1厅1厨1卫,中楼层 (共9层),43.71㎡,暂无数据,35.73㎡,板塔结合,南,钢混结构,简装,一梯六户,无,2021-05-24,商品房,2013-06-28,普通住宅,满五年,非共有,有抵押 20万元 工商银行 业主自还,已上传房本照片,20210304CLlid,"地铁,房本满五年"
业主急卖，老证，精装中间楼层，采光无遮挡，随时可看,1,231.0,17841,2011,江汉,3室2厅1厨2卫,中楼层 (共46层),129.48㎡,平层,100.03㎡,板楼,南,钢混结构,精装,三梯四户,有,2021-05-21,商品房,2015-08-20,普通住宅,满五年,非共有,无抵押,已上传房本照片,20200515ZjdkK,"地铁,VR看装修,房本满五年,随时看房"
一线临江 业主城心出售 看房有钥匙,4,479.0,33850,2013,武昌,3室2厅1厨2卫,低楼层 (共48层),141.51㎡,平层,105.13㎡,板塔结合,东南 南,钢混结构,精装,三梯三户,有,2021-05-25,商品房,2017-09-18,普通住宅,满两年,共有,无抵押,已上传房本照片,20200920KAxAd	,"地铁,VR看装修,房本满两年,随时看房"
老证满五年  步梯优质楼层   装修保养好,1,110.0,12625,2014,东西湖,2室2厅1厨1卫,中楼层 (共7层),87.13㎡,平层,暂无数据,板楼,东 南 西,混合结构,精装,一梯两户,无,2021-05-25,商品房,2013-02-05,普通住宅,满五年,非共有,无抵押,已上传房本照片,20200511wNcZ2,"VR房源,房本满五年"
新二环内 毛坯两房  中高楼层 采光好,0,143.0,19203,未知年建,洪山,2室2厅1厨1卫,中楼层 (共34层),74.47㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯五户,有,2021-05-24,商品房,2019-08-15,普通住宅,未满两年,共有,无抵押,已上传房本照片,20210528nvZCp,"VR房源,随时看房"
钢花村110街坊 2室1厅 南 北,0,90.0,15628,未知年建,青山,2室1厅1厨1卫,中楼层 (共6层),57.59㎡,暂无数据,暂无数据,暂无数据,南 北,未知结构,其他,一梯一户,暂无数据,2021-05-25,房改房,2013-04-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210526spBK1,房本满五年
范湖正地铁口，龙湖天街，正规两房，有天燃气,1,260.0,28902,2011,江汉,2室2厅1厨1卫,低楼层 (共32层),89.96㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯五户,有,2021-05-25,商品房,2018-03-15,普通住宅,满两年,非共有,有抵押 20万元 业主自还,已上传房本照片,20210526ViAAf,"VR房源,房本满两年"
华鼎丽都国际 2室1厅 东南,0,155.0,19212,2016,硚口,2室1厅1厨1卫,高楼层 (共27层),80.68㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯六户,有,2021-05-24,商品房,2021-02-11,普通住宅,未满两年,共有,有抵押 40万元 业主自还,已上传房本照片,20210521n9Juy,VR看装修
精装修空中湖景别墅，电梯入户，一层一户，诚心出售！,0,880.0,45338,2013,洪山,7室3厅1厨3卫,高楼层 (共9层),194.1㎡,暂无数据,145.24㎡,板楼,东 南 西 北,钢混结构,精装,一梯一户,有,2021-05-25,商品房,2013-04-03,普通住宅,满五年,非共有,有抵押 业主自还,已上传房本照片,20210526BqX51,房本满五年
长城坐标城 2室2厅 南,0,218.0,27004,2005,东湖高新,2室2厅1厨1卫,高楼层 (共23层),80.73㎡,平层,63.22㎡,板塔结合,南,钢混结构,其他,两梯六户,有,2021-05-25,商品房,2012-11-06,普通住宅,满五年,共有,有抵押 14万元 业主自还,已上传房本照片,20210528QdZC3,"VR房源,房本满五年,随时看房"
汉江壹号，电梯7楼，简装2房，中层,0,73.0,7612,未知年建,蔡甸,2室2厅1厨1卫,中楼层 (共17层),95.91㎡,平层,暂无数据,塔楼,南,钢混结构,简装,一梯九户,无,2021-05-25,商品房,2019-07-04,普通住宅,未满两年,共有,无抵押,已上传房本照片,20210525vQZVo,"VR房源,随时看房"
产权老证，交通便利，江汉路商圈，外扩七平米露台,0,170.0,25549,2010,江汉,2室2厅1厨1卫,低楼层 (共30层),66.54㎡,暂无数据,53.91㎡,板楼,东南,钢混结构,其他,两梯六户,有,2021-05-25,商品房,2016-07-05,普通住宅,满两年,非共有,有抵押 20万元 业主自还,已上传房本照片,20210525feJO3,房本满两年
中城时代二期精装四房带院子，证满少税，业主诚心出售,0,152.0,19951,2012,黄陂,4室2厅1厨2卫,低楼层 (共11层),76.19㎡,复式,60.57㎡,板楼,南,钢混结构,其他,一梯两户,暂无数据,2021-05-23,商品房,2015-05-26,普通住宅,满五年,共有,有抵押 30万元 中国银行 客户偿还,已上传房本照片,20210523Z8bTs ,"VR房源,房本满五年"
